Timestamp         Permalink                        Contents
2009-11-11 02:41  ShinNoNoir/status/5615679411      Watching the #golang tech talk. From the method slides it seems that go type decls are kinda like Haskell's newtype.
2009-11-11 02:45  pbarreto/status/5615735977        @barbolo @guiraldelli E os "métodos"(?) em #golang não são mais que funções amarradas a registros, como em #Oberon
2009-11-11 02:47  rcephas/status/5615765494         @pbarreto @barbolo @guiraldelli Vou dar um pitaco aqui. Na verdade #golang não tem classes mesmo, mas qualquer tipo pode conter métodos.
2009-11-11 02:50  nielsgl/status/5615799705         Compiling Google's new Go language on my mac #golang #gonuts
2009-11-11 02:54  m3thos/status/5615854713          #google launched new prog. language: #golang: fast, typesafe & concurrent - http://bit.ly/1IaD0e (from @bmccoelho)
2009-11-11 02:55  pbarreto/status/5615863217        @rifiorelli @efregni @barbolo @guiraldelli @rcephas Hmmm... estou antevendo questões sobre #golang na prova final de #compiladores :D
2009-11-11 03:01  leonboot/status/5615959139        Go. Went. Gone. #googlego #golang
2009-11-11 03:02  rcephas/status/5615966650         @guiraldelli @pbarreto Engraçado, eu entendi  #golang mais como uma diversão mesmo, talvez por isso não tenha me decepcionado.
2009-11-11 03:04  ShinNoNoir/status/5615998790      Hmm, I wonder how #golang would perform in the Language Shoot thread-ring benchmark. It might be a worthy contestant compared to Haskell.
2009-11-11 03:08  vvatsa/status/5616058526          #golang iota enumerations, with implicit declarations. Thats not going to get confusing at all , but cute never the less.
2009-11-11 03:11  alisohani/status/5616097524       #Google like other 20% projects is testing #GoLang too, community response concludes whether to put efforts in #Python or go w/ "Go"
2009-11-11 03:19  DerFichtl/status/5616208598       RT: @kinderstampfer: Seems like like there already exists a programming language named "Go" http://is.gd/4Ss2y #google #golang #genial
2009-11-11 03:19  ufcpp/status/5616212240           あっ、タグは #golang か。
2009-11-11 03:20  vvatsa/status/5616228377          #golang eeek, interfaces is interesting, while I am sure it needs more study.
2009-11-11 03:21  ufcpp/status/5616235693           switchはダメだ。switchだけはC系文化引きずるな。C#使いからの忠告。まあ、breakなくても自動breakな分マシそうだけど。 #golang
2009-11-11 03:32  ShinNoNoir/status/5616398401      Since there is no #golang support for Windows (oh joy), I'm going to wait till I get home and install it on my Arch netbook :p
2009-11-11 03:35  barbolo/status/5616450429         @rcephas @pbarreto @guiraldelli quem sabe não cai na prova do ano que vem? #compiladores #golang
2009-11-11 03:44  Rayerd/status/5616574976          またまたご冗談を #d_lang ＞「もう長らくシステム言語が登場していない」（パイク氏）。 #golang
2009-11-11 03:49  nielsgl/status/5616662800         Wonders why Go is advertised as garbage-collected but the garbage collector is not implemented yet as far as I can tell... #golang #gonuts
2009-11-11 03:49  Rayerd/status/5616667409          GoをDに置き換えても全く違和感がないｗ #d_lang ＞Goが実用段階に入るにはまだ時間がかかりそうだが、C/C++の代替となり得るのか、さらにはC++、Java、C#、Objective-Cに並ぶCの後継言語となれるのか、注目株と言えそうだ。 #golang
2009-11-11 03:52  ueshita/status/5616720364         コルーチンならぬゴルーチン噴いた #golang
2009-11-11 03:59  7shi/status/5616839395            FreeBSD用でっち上げました http://pastebin.com/m2311bc16 でもruntimeで止まります。 RT @syuu1228: ぉぉ、DragonFlyすか… RT @imaik: libmach 内に os 依存 code があって #golang
2009-11-11 04:00  henrikhodne/status/5616871854     Was the first reaction to other people seeing Go for the first time "Java?"? #golang
2009-11-11 04:02  babydaemons/status/5616898741     さすがGJ！後で追っかける！ RT: @7shi: FreeBSD用でっち上げました http://pastebin.com/m2311bc16 でもruntimeで … RT @imaik: libmach 内に os 依存 code があって #golang
2009-11-11 04:04  bitfield/status/5616940770        Google invented Go? Man I thought the Chinese did that about a million years ago. Still, who's up for a game? #golang
2009-11-11 04:13  m92o/status/5617076486            httpパッケージの機能が足りないので、継承してオーバーライドしたいけど出来ないんだ。オブジェクト指向じゃないのね #golang
2009-11-11 04:16  bjornlilja/status/5617137242      Google släpper eget programeringsspråk: http://golang.org/ http://bit.ly/3jvt5m #golang #go
2009-11-11 04:18  tdhse/status/5617164650           Eh. Hrm. RT @bjornlilja: Google släpper eget programeringsspråk: http://golang.org/ http://bit.ly/3jvt5m #golang #go
2009-11-11 04:19  antonioriveras/status/5617180069  Vad säger ni programmerare? RT @bjornlilja: Google släpper eget programeringsspråk: http://golang.org/ http://bit.ly/3jvt5m #golang #go
2009-11-11 04:24  jlind/status/5617263937           RT @bjornlilja: Google släpper eget programeringsspråk: http://golang.org/ http://bit.ly/3jvt5m #golang #go
2009-11-11 04:29  throger/status/5617333953         And the new Go Language by Google http://golang.org/ #go #golang
2009-11-11 04:36  gabrielprat/status/5617461443     TODO: Futur, mirar-me #golang.org
2009-11-11 04:39  rirakkumya/status/5617516326      なんだか、いろいろ痛そうな言語… マスコットキャラがやばい(´・ω・`) http://golang.org/doc/logo-153x55.png #golang
2009-11-11 04:39  maluke_com/status/5617516341      golang doesn't have inheritance and requires use of interfaces for dynamic dispatch. I like that. #golang
2009-11-11 04:39  plus7/status/5617516856           lib9とかあって吹いた #golang
2009-11-11 04:46  rirakkumya/status/5617632571      これChrome OSの標準言語になったら泣くよ｡･ﾟ･(ﾉД`)  #golang
2009-11-11 04:49  JonGretar/status/5617681524       Humm... #golang seems to have everything built in for a web framework. Including a templating language.
2009-11-11 04:50  awhillas/status/5617699169        The #golang -uage looks nice! A lightweight C with a pinch of Python, 3 months before the 1st MVC framework I bet ;) http://bit.ly/1N2xgL#mb
2009-11-11 05:09  Ha_Sch/status/5618066883          #golang has nice ideas, but clearly targeted for #google web apps and not general purpose #programming http://bit.ly/2w1nL6
2009-11-11 05:17  kryozahiro/status/5618215056      googleがGoって言語を作ったらしい #golang
2009-11-11 05:26  einsidan/status/5618406943        Watching an intro to Go at http://bit.ly/2Xo0ur #golang
2009-11-11 05:30  rich_kilmer/status/5618484453     Effective Go: We use tabs for indentation and gofmt emits them by default. Use spaces only if you must. Really? I am a sad boy  #golang
2009-11-11 05:31  ytnobody/status/5618490542        golangですか。システム言語ですっていってるけど、Cっぽいねなんか。http://golang.org/ #golang
2009-11-11 05:31  10bin/status/5618498633           @hashtagsjp #golang Google発のオープンソースのプログラミング言語「Go」に関する話題。 http://golang.org/
2009-11-11 05:33  hashtagsjp/status/5618540653      #golang を登録しました。 http://hashtagsjp.appspot.com/tag/golang
2009-11-11 05:34  lempiji/status/5618550913         キャラクタはDの奴ほどふざけてないよな、少なくとも見た感じ生物だし #golang
2009-11-11 05:34  lucagreco/status/5618555961       new programming language by plan9 team? interesting... I love to learn new esoteric programming languages http://bit.ly/1WvPHz #golang
2009-11-11 05:34  nevyn/status/5618563419           Google shows off their next super-villain trick by pacifying every programmer in the world #golang #officebuzz
2009-11-11 05:36  einsidan/status/5618599397        Oops, Google should have.... googled the name of their new programming language http://bit.ly/1Dn9hV #golang
2009-11-11 05:38  boggle/status/5618637119          Does anyone know wether go supports tail recursion? #golang
2009-11-11 05:38  kryozahiro/status/5618645758      C++を今風にしたような感じだけど、D言語に似てるなぁ #golang
2009-11-11 05:41  rich_kilmer/status/5618693368     Go allows returning multiple values...yay! #golang
2009-11-11 05:42  ytnobody/status/5618714281        ほっほお、ARMでも動きますか。#golang
2009-11-11 05:42  10bin/status/5618727630           Googleの新しいプログラミング言語Go == Python（開発が速い） + C++（実行速度が速い） http://bit.ly/17g4y9 #golang
2009-11-11 05:47  gerpje/status/5618816896          Tussen de werkzaamheden door wat spelen met #golang
2009-11-11 05:50  10bin/status/5618893075           早速 Go 言語を試してみる！ - IT戦記 http://bit.ly/38zOzB #golang
2009-11-11 05:51  10bin/status/5618895298           グーグル、オープンソースのプログラミング言語「Go」を発表:ニュースクリップ - CNET Japan http://bit.ly/1ADFyp #golang
2009-11-11 05:51  10bin/status/5618897434           グーグル、C／C++に代わる新言語「Go」をOSSで公開 － @IT http://bit.ly/2jEHPX #golang
2009-11-11 05:51  ytnobody/status/5618911729        手元のUbuntu8.04にいれますぞ #golang
2009-11-11 05:51  10bin/status/5618912426           シンプルで高速、Googleの新プログラミング言語「Go」 | エンタープライズ | マイコミジャーナル http://bit.ly/4679Gr #golang
2009-11-11 05:52  10bin/status/5618927193           Google、オープンソースのプログラミング言語「Go」リリース - ITmedia News http://bit.ly/2RJBNc #golang
2009-11-11 05:52  10bin/status/5618935962           新プログラミング言語「Go」をCentOSにインストールしてみた « zaru blog http://bit.ly/3DfwFY  #golang
2009-11-11 05:53  10bin/status/5618956401           GoogleがUNIX作者らが開発した新言語「Go」をオープンソースとして公開 - ニュース：ITpro http://bit.ly/IfY0A #golang
2009-11-11 05:53  muka_/status/5618944875           すばやいですね～！ RT @10bin: 早速 Go 言語を試してみる！ - IT戦記 http://bit.ly/38zOzB #golang
2009-11-11 05:53  10bin/status/5618945109           Google、オープンソースのプログラミング言語「Go」リリース - ITmedia エンタープライズ http://bit.ly/3fwGTx #golang
2009-11-11 05:53  ytnobody/status/5618955821        mercurialはaptitudeで入れることに。easy_install経由だとこけちゃう。 #golang
2009-11-11 05:53  kryozahiro/status/5618938918      一番の違いはGoroutineなのかな？あとパッと見だけどライブラリが充実してる気がする #golang
2009-11-11 05:54  10bin/status/5618964122           グーグル、オープンソースのプログラミング言語「Go」を発表 - Editor’s FYI - ZDNet Japan http://bit.ly/46jpfb #golang
2009-11-11 05:56  10bin/status/5619014080           なんか Go で書くのが流行ってるみたいなので - muddy brown thang http://bit.ly/2mcool #golang
2009-11-11 05:57  rich_kilmer/status/5619038786     Do not communicate by sharing memory; instead, share memory by communicating. #golang
2009-11-11 06:04  10bin/status/5619178373           ってことで、今日の「Go」に関する話題集。 by 開発者注目のはてなブックマーク@CodeZine http://codezine.jp/bookmark/?dt=20091111 後でまとめてみる！#golang
2009-11-11 06:05  aiwilliams/status/5619210598      @rich_kilmer Thanks for the #golang tweets. Hope to see you continue pointing out what you like/dislike.
2009-11-11 06:10  ytnobody/status/5619316234        レポジトリおもすぎだろ常識的に考えて #golang
2009-11-11 06:10  rich_kilmer/status/5619321153     I wonder if Go channels on OS X use the new C blocks (grand central) stuff of snow leopard...that would be cool #golang
2009-11-11 06:23  boggle/status/5619612216          One of the interesting parts about golang is "embedding", a type-safe and sound way of delegation. #golang
2009-11-11 06:23  steltenpower/status/5619614475    I have loads of CSP(-tool) related ideas that might become a lot easier thanks to #golang and vice versa
2009-11-11 06:23  boggle/status/5619618200          Still all in all i find it more lacking than inspiring #golang
2009-11-11 06:24  jsanti/status/5619632460          var a uint64 = 1;  ...really?? ewww #golang
2009-11-11 06:27  ytnobody/status/5619706458        ほっほう、helloworld.goがうごいた。 #golang
2009-11-11 06:34  jsanti/status/5619859816          #golang looks like a perfect case of "Design by committee". A patchwork of cool features lacking a unifying vision.
2009-11-11 06:39  dynobuoy/status/5619970274        Crappydy do and name the fool - Yet another programming language, this time from Gooooooogle! http://is.gd/4SAsF #golang
2009-11-11 06:39  ytnobody/status/5619990521        http://golang.org/pkg/ ライブラリ一覧 CPANみたいになるといいのにね #golang
2009-11-11 06:42  ytnobody/status/5620053801        http://golang.org/pkg/regexp/ むう、正規表現まわりがなんか好きじゃないなあ。。。 #golang
2009-11-11 06:45  khurtwilliams/status/5620133985   I may get flack for saying this but ... I hate typed languages based on C/C++ but I do like garbage collection: #golang
2009-11-11 06:59  ufcpp/status/5620455587           Go の話書いた。 http://tinyurl.com/yft5uw4 #golang
2009-11-11 07:02  MarceloAndrade/status/5620552064  Habemus nuevo lenguaje de programación #golang http://golang.org/ from @google
2009-11-11 07:02  dojoforum/status/5620547257       Hmm, neben einer eigenen JS-Bibliothek wie Closure nun auch noch eine eigene Programmiersprache von Google? http://golang.org/ #golang
2009-11-11 07:05  JamieBeach/status/5620611953      Anyone working on a Windows port? #golang
2009-11-11 07:08  Karthik_s/status/5620681698       #golang is supposed to be concise than c++ and java and easier to understand!. Is google planning to rewrite all of it's apps in #golang?
2009-11-11 07:20  dojoforum/status/5620996870       From the Go FAQ: "There is a growing rebellion against cumbersome type systems like those of Java and C++". #golang #js #php #python #java
2009-11-11 07:26  saintbr/status/5621149309         @vedovelli eu acho que essa #golang ainda não vai nos afetar enquanto programadores de interface, deve ser bem mais back-end, bem mais
2009-11-11 07:45  teriiehina/status/5621622507      se demande s'il pourrait porter #jetpack sur #safari en utilisant #golang
2009-11-11 07:46  yaotti/status/5621637039          #Golang のトップページにあるサンプルコードがfmt.Printf("Hello, 世界\n")と日本語が含まれてるのは何でだろう
2009-11-11 07:53  jordanterrell/status/5621825021   What is your reaction to Google's Go language: http://golang.org/  #golang
2009-11-11 07:54  jgomo3/status/5621858943          http://bit.ly/4b85A5 #GO #golang #Google
2009-11-11 07:56  jordanterrell/status/5621906408   My first, uninformed, knee-jerk reaction to #golang is: Why???  We've got .NET and Java - what is so missing that we need yet another lang?
2009-11-11 07:58  jordanterrell/status/5621945581   Funny - #golang goroutines.  Sounds like a play on coroutines.
2009-11-11 08:03  acpmasquerade/status/5622087269   @bibstha switch case is mystical #golang
2009-11-11 08:04  Joolz/status/5622103027           Finally - http://github.com/rsms/Go.tmbundle - A tmbundle for Go - my life is complete #golang
2009-11-11 08:07  qiezi/status/5622203494           已经看到的部分，觉得比较喜欢的有：concept，类似c++0x里的（已xx）；select，我觉得挺头疼的多channel接收问题，它解决得很好。 #golang
2009-11-11 08:07  isaacccase/status/5622196594      full google tech talk on the go programming language: http://bit.ly/2Xo0ur #golang
2009-11-11 08:07  jlouis666/status/5622194325       The language Go http://golang.org looks very well thought out. It will be interesting to follow its path into the future #golang
2009-11-11 08:08  rich_kilmer/status/5622211270     FYI: Go is NOTHING like Python.  The quote is: it gives you the development speed of working in a dynamic language like Python #golang
2009-11-11 08:15  acpmasquerade/status/5622400000   @acpmasquerade i am skipping the Go Memory Model eventhough i understand that this was the first which I had to go through #golang
2009-11-11 08:19  ufcpp/status/5622516208           Go、(a, b).Method(arg) みたいな書き方（で多重ディスパッチ）はできるのかなぁ。仕組み上はできてもおかしくないんだけど。#golang
2009-11-11 08:23  leuriel/status/5622608558         From #cat-v in irc about a new #golang project: <shardz> I'm starting a project called 'go-d'. It's going to be vapourware, though.
2009-11-11 08:26  jtraub/status/5622677152          Только мне одному не понятно место #golang среди других ЯП? Честно говоря программы выглядят не особо красиво и выразительно.
2009-11-11 08:30  jntrnr/status/5622777298          Posted about my first experiences with #golang, Google's Go programming language: http://bit.ly/2jikPo
2009-11-11 08:34  angry_web/status/5622881167       сегодня ведь не первое апреля? и даже не #пятница? #GoLang от #google http://is.gd/4SFcZ комментарий показателен
2009-11-11 08:38  pavolrusnak/status/5622983274     Hm, will #Google rename its #Go language? http://bit.ly/1Dn9hV // #Golang seems fine to me
2009-11-11 08:38  acpmasquerade/status/5622990558   @bibstha This is the first time Google didnt make its product's first release for Windows #golang
2009-11-11 08:45  akuhn/status/5623169458           "There is a growing rebellion against cumbersome type systems like Java and C++, pushing ppl towards dynamically typed langs" — #golang FAQ
2009-11-11 08:51  MarkusQ/status/5623317759         ~@psnively Good point about BitC. I'll give #golang another look later to try to spot the Ah! That's Why!, but so far, I'm underwhelmed.
2009-11-11 08:54  olekvi/status/5623402178          http://bit.ly/2Xo0ur (http://golang.org/ #golang) - Google leverer mye om dagen, spennende å følge med på.
2009-11-11 08:54  jnwhiteh/status/5623407974        Has too much email due to joining the #golang mailing list, but at least some of the discussions are interesting and relevant =)
2009-11-11 08:57  MarkusQ/status/5623482491         @psnively So maybe I'm an outlier (or insufficiently "agile"), but compile/link times aren't high on my list of must-haves. #golang
2009-11-11 08:58  napsy/status/5623489444           A concurrent, garbage-collected, low-level programming language from Google - "go" http://bit.ly/43sXFa #golang
2009-11-11 09:00  Cbab_/status/5623550143           w00t!   Google Golang released.    I might just have to pick this up.  http://golang.org/  #google #golang #awesomesauce #midgets
2009-11-11 09:02  marcocamejo/status/5623611939     Alguien ha programado ya en Go? #golang
2009-11-11 09:04  DeadPx/status/5623663502          Go, un nouveau langage de programmation open source par… Google ! http://golang.org #golang
2009-11-11 09:33  mmayo/status/5624357320           Issue 9. Love it! http://bit.ly/1Dn9hV #golang #i9
2009-11-11 09:35  flowolf/status/5624402623         #go seems absolutely brilliant! parallelize calculations is painless. can't wait to try it out. #golang http://qr.cx/3Hg (1h video)
2009-11-11 09:40  barbolo/status/5624531875         @Roberto_Barros Sim! Os paradigmas de hoje são diferentes de tempos atrás. Precisamos de linguagens mais ágeis e que performam. #golang
2009-11-11 09:42  chanezon/status/5624571044        RT @naokirodion: @chanezon Japanese developers plan to have a meet up for learning go lang. http://atnd.org/events/2115 #golang great!
2009-11-11 09:45  repeatedly/status/5624656528      Go TLを見直してみたけど，結局何も新しい情報なかったお．やっぱりまだ嬉しさも面白みもないよなぁ． #golang
2009-11-11 09:46  hpauer_tw/status/5624664517       RT: @flowolf: new programming language from #google: #go. first impression is nice. #golang #dev http://golang.org
2009-11-11 09:47  DallasPool/status/5624692057      #golang ... I'm not impressed... I'll come back in a few months and see how you mature.
2009-11-11 09:47  repeatedly/status/5624698733      やっぱり「go文使えば楽！」くらいか． #golang
2009-11-11 09:48  ir5/status/5624732737             #golang とは何なのだろう
2009-11-11 09:49  shikhrr/status/5624739108         #golang is ugly for a new language (for all its pretenses)
2009-11-11 09:57  repeatedly/status/5624933825      GoのライブラリはToDoが多いイメージ #golang
2009-11-11 10:06  repeatedly/status/5625168948      起きて思ったけど，GoのスタックにそもそもポインタしたかないならPrecise GCになるな．つまり，処理系がルートを提供している． #golang
2009-11-11 10:09  Roberto_Barros/status/5625232686  r @barbolo O #golang só vai ser bom se conseguir acabar com as aplicações em C e C++. Aí estaríamos em um mundo melhor ;-)
2009-11-11 10:10  repeatedly/status/5625260216      後俺が待ってるのが，goによる並列処理がどこまでパフォーマンスがあるのか，という所．誰か調べてくれるだろう．それによってはD言語と併用してもいい． #golang
2009-11-11 10:11  repeatedly/status/5625280436      ただあれだけ凄いメンバがいるわけで，少し肩透かし感は否めない． #golang
2009-11-11 10:24  Ixtapa/status/5625585588          Have a look at the new google programming language: "issue 9" or "i9" http://is.gd/4SJvP #i9 #golang
2009-11-11 10:26  repeatedly/status/5625642659      GoとD言語の簡単な比較 http://bit.ly/44C7dd #d_lang #golang
2009-11-11 10:27  femm/status/5625663101            RT @repeatedly: GoとD言語の簡単な比較 http://bit.ly/44C7dd #d_lang #golang
2009-11-11 10:28  83TB/status/5625675943            going through #golang docs,completely astonished,wonderin if interpreted languages just lost their sense,120klines of code compile in 10sec?
2009-11-11 10:31  dwlz/status/5625761866            #golang doesn't really solve any problems for me, moving on. Now learning Google Visualization APIs. Yessssss
2009-11-11 10:33  repeatedly/status/5625818422      Goでのgoに関して． http://bit.ly/4gK08T #golang
2009-11-11 10:34  Ixtapa/status/5625821976          Google, doesn't do evil -> will have to change the name of the go programming language ! Bye, bye Go, hello Issue 9 ! #golang #i9
2009-11-11 10:36  yanbe/status/5625881672           #golang を使って何が出来るの？何が嬉しいの？という疑問を解決したい人はTechTalkのスライドを眺めると手っ取り早い http://bit.ly/2w3MB7 (PDF)
2009-11-11 10:38  Seasons/status/5625915111         なるほどー。RT @yanbe: #golang を使って何が出来るの？何が嬉しいの？という疑問を解決したい人はTechTalkのスライドを眺めると手っ取り早い http://bit.ly/2w3MB7 (PDF)
2009-11-11 10:38  aaront/status/5625933592          Wrote my first program in Go: An implementation of Euler's totient function: http://bit.ly/14sn9q #golang #go #google
2009-11-11 10:52  Ixtapa/status/5626259496          RT @aoldoni @galvez @acangiano @RyanMcE Exited about Google's new programming language, "Issue 9": http://bit.ly/1Dn9hV #golang #i9 #issue9
2009-11-11 10:56  ClintCombs/status/5626343769      Can we expect a Google Go port to Windows? #golang
2009-11-11 10:57  Ixtapa/status/5626378590          RT @gldnspud By "Go" do you mean the new language called "Issue 9"? :) http://bit.ly/1Dn9hV #golang #issue9 #i9
2009-11-11 11:02  arthurfurlan/status/5626493926    "Go compilers support two operating systems (Linux, Mac OS X)" - http://bit.ly/2I1xIg #golang #go
2009-11-11 11:05  ncoronges/status/5626554666       When can we expect #golang #eclipse plugins ?
2009-11-11 11:07  cargowire/status/5626603549       I suspect being a fly on the wall at google is like this: "I'm not sure I like this"... "Ok lets just build our own" #golang #chrome
2009-11-11 11:08  robbiexor/status/5626623891       Google employees don't know how to use Google http://tinyurl.com/yg5femb #google #golang
2009-11-11 11:18  Ixtapa/status/5626828970          PETITION -> Google should rename "Go" in "Issue 9" http://bit.ly/1xaIkN #golang #issue9 #i9 #go
2009-11-11 11:29  woakin/status/5627050941          para todos los geeks, el futuro de la programación http://golang.org/ #golang
2009-11-11 11:42  jlbelmonte/status/5627344360      ya han creado un grupo de #golang en @debugmodeon http://es.debugmodeon.com/grupo/go
2009-11-11 11:45  Miripi/status/5627407010          RT @jlbelmonte: ya han creado un grupo de #golang en @debugmodeon http://es.debugmodeon.com/g...
2009-11-11 11:51  JamieBeach/status/5627528357      Just reading up a tiny bit more about #golang - like the simple thread handling (Goroutines) . http://is.gd/4SNf4
2009-11-11 11:54  desireco/status/5627608474        @byennen I checked out #GoLang and... it is not python-ish enough to be exciting. Maybe Google does something to make it more interesting.
2009-11-11 11:57  ShinNoNoir/status/5627671201      So yeah, Google's go versus McCabe's Go!... Will this end in a lawsuit? :p http://bit.ly/2xsbs8 #golang
2009-11-11 12:06  JimRoepcke/status/5627875279      Google should quickly, officially rename #Go to #Golang - looks like Erlang, and both focus on safe concurrency.
2009-11-11 12:09  catearcher/status/5627957666      Da glaubst du, Google hat jetzt echt alles gemacht, und dann: BOOM! Neue Programmiersprache, bitches! #go #golang #google
2009-11-11 12:19  ivmos/status/5628212875           #golang sólo tiene interfaces, ¿composición o nada siempre es mejor que heredar implementaciones?
2009-11-11 12:31  brentrowland/status/5628495257    #golang looks interesting for a systems language. Hey Google, how about letting us program the Android using Go instead of Java?
2009-11-11 12:53  dqo/status/5628950212             var s string = "" >> Ok, are we back to the 90's? #golang
2009-11-11 13:01  mahrteen/status/5629156038        Vi la charla y estuve leyendo un poco sobre #golang (golang.org). Cómo hago para comprar acciones de #google?
2009-11-11 13:04  puredanger/status/5629234088      like.  RT @JimRoepcke: Google should quickly, officially rename #Go to #Golang - looks like Erlang, and both focus on safe concurrency.
2009-11-11 13:30  philoupedia/status/5629882211     @Dwarth Be at the lookout for any To command, it's only a GoTo in disguise #golang
2009-11-11 13:31  ktorn/status/5629921207           Google Go? What took them so long? #golang
2009-11-11 13:33  argv0/status/5629973230           also, re: #golang aesthetics, the .PublicName vs. .privateName convention rubs me the wrong way.
2009-11-11 13:37  argv0/status/5630073463           on the positive side, multiple and named return values FTW #golang
2009-11-11 13:43  repeatedly/status/5630217978      これ代入できるのはいいとして，どうせ他の関数呼べないのだから制約から言うとあまり差がないような？ http://bit.ly/1aVEgz #golang
2009-11-11 13:44  argv0/status/5630258947           hopefully C/C++ interop is a priority for #golang  - the added safety and CSP features make it potentially interesting for #erlang drivers.
2009-11-11 13:50  argv0/status/5630411031           done babbling about #golang for now.  sorry.
2009-11-11 13:50  argv0/status/5630406007           i hope #golang gets c++-style templates (/me ducks).  contrary to http://bit.ly/1wN8Fq, i don't see how they'd complicate the runtime at all
2009-11-11 13:52  argv0/status/5630465030           I lied:  choice quote from the #golang FAQ:  "Do not communicate by sharing memory. Instead, share memory by communicating."
2009-11-11 14:03  hisatake/status/5630748170        それにしても #golang はwinに対応してないし、Chrome Frame作ったし最近のgoogleのやってる事はすごい。
2009-11-11 14:06  bcharder/status/5630803114        Lots of positive comments from interesting people regarding #go #golang #google #programming http://golang.org
2009-11-11 14:49  heggak/status/5631927418          ser Google's timelange video om det nye programmeringsspråket deres #golang
2009-11-11 14:54  juixe/status/5632072352           Google Go: My Take on Issue 9: http://tinyurl.com/ybel3x2 #golang #google #programming #language #trademark
2009-11-11 14:57  nuttycom/status/5632138329        "A method is just a function which has a parameter preceeding the function name." http://bit.ly/3lk2Wj <- #golang nails it
2009-11-11 15:00  georgeyk0/status/5632241011       depois de ler sobre #golang, não consigo parar de pensar que eu deveria aprender erlang... (talvez caml tb ^^)
2009-11-11 15:01  nuttycom/status/5632254468        "An interface is a specification of what methods a type must provide to be used in some context." http://bit.ly/3lk2Wj <- #golang nails it
2009-11-11 15:05  joeld42/status/5632357780         Very excited about new programming language, #golang http://golang.org/
